Generation,Timestamp,X-Axis,Y-Axis,Z-Axis,Frequency,
475,"11.399","-0.0575","0.0138","9.9545","202.4018",
476,"11.48","-0.0192","-0.0198","9.9832","202.2494",
477,"11.494","-0.0575","-0.0245","9.9593","202.3849",
478,"11.572","-0.0622","0.0473","9.9928","202.0435",
479,"11.574","-0.1676","0.0521","9.9593","202.3587",
480,"11.588","-0.0575","0.0138","9.9593","202.2782",
481,"11.667","-0.091","-0.0389","10.0838","202.4317",
482,"11.682","-0.0575","0.0138","9.9641","202.2173",
483,"11.76","0.0239","0.0138","9.9641","202.3703",
484,"11.782","-0.0287","0.0617","9.9593","202.246",
485,"11.856","-0.0814","0.1143","9.9593","201.8208",
486,"11.859","-0.0958","0.009","10.0359","201.9096",
487,"11.867","-0.067","0.076","9.8108","202.4426",
488,"11.977","-0.0192","0.0617","10.0215","201.8953",
489,"11.98","-0.0096","0.009","9.9784","202.2932",
490,"11.983","-0.0575","0.0664","9.9641","202.2584",
491,"11.992","-0.0575","0.009","9.9641","202.3026",
492,"11.996","-0.0575","0.009","9.9641","202.3467",
493,"12.001","-0.0575","0.009","9.9641","202.3909",
494,"12.07","-0.0144","0.0138","9.8779","202.4093",
495,"12.082","-0.0622","0.009","9.9593","202.4973",
496,"12.161","-0.067","0.0138","9.9641","202.3052",
497,"12.172","-0.0575","0.009","9.9689","202.3928",
498,"12.252","0.0335","-0.015","9.9641","202.202",
499,"12.256","-0.0575","0.009","9.9689","202.2893",
500,"12.266","-0.0575","0.009","9.9689","202.3329",
501,"12.275","-0.0575","0.009","9.9689","202.3765",
502,"12.35","-0.0814","0.009","10.012","201.9694",
503,"12.361","-0.1149","0.0138","9.9641","202.3169",
504,"12.374","-0.0622","0.009","9.9689","202.4473",
505,"12.475","0.0096","-0.0006","10.012","201.9983",
506,"12.478","-0.0575","0.009","9.9736","202.5174",
507,"12.569","-0.0862","-0.0772","10.0359","201.8117",
508,"12.574","-0.091","0.0186","9.9976","202.1131",
509,"12.577","-0.0479","-0.0437","10.0167","202.4577",
510,"12.592","-0.0622","0.009","9.9689","202.2085",
511,"12.66","-0.0527","-0.0006","10.0024","201.7982",
512,"12.665","-0.091","0.0042","9.9689","202.0983",
513,"12.668","-0.1724","0.009","9.9689","202.3985",
514,"12.751","-0.0575","0.0042","10.0167","201.9032",
515,"12.758","-0.1006","0.0664","9.9689","202.2971",
516,"12.769","-0.0622","0.009","9.9689","202.3398",
517,"12.854","0.0048","0.0425","10.0215","202.1449",
518,"12.856","-0.0239","0.0186","9.897","202.1541",
519,"12.859","-0.0622","0.009","9.9689","202.2392",
520,"12.96","0.0431","0.009","9.9593","202.2663",
521,"12.97","-0.0622","0.009","9.9736","202.351",
522,"13.071","-0.0575","0.009","9.9736","202.3354",
523,"13.093","-0.0575","0.009","9.9736","202.504",
524,"13.179","-0.1053","0.0233","9.9497","201.7743",
525,"13.185","-0.0575","0.0377","10.0167","202.0262",
526,"13.192","-0.0192","0.1191","10.0311","201.9516",
527,"13.195","-0.0431","0.0473","9.9784","202.1612",
528,"13.198","-0.0766","0.0138","9.9736","202.2869",
529,"13.202","-0.0239","-0.0437","10.0886","202.3708",
530,"13.29","-0.0192","-0.0581","9.897","202.0631",
531,"13.3","-0.0958","-0.0389","9.9306","202.2718",
532,"13.388","0.0144","0.0521","9.9689","202.0398",
533,"13.397","-0.091","0.0521","10.012","201.9243",
534,"13.399","-0.0192","-0.0437","9.9689","202.049",
535,"13.408","-0.0575","-0.0102","9.9928","202.0905",
536,"13.412","-0.0718","0.0377","9.9784","202.3815",
537,"13.43","-0.0575","0.009","9.9784","202.4646",
538,"13.514","-0.0575","0.0042","9.9784","202.4074",
539,"13.53","-0.1149","-0.1012","10.0503","202.168",
540,"13.533","-0.0479","0.009","9.9784","202.2921",
541,"13.612","-0.0718","0.0042","10.0455","202.392",
542,"13.622","-0.0527","0.0042","9.9784","202.5156",
543,"13.698","-0.091","0.0521","10.0215","201.9251",
544,"13.702","-0.0527","-0.0245","9.9258","202.2124",
545,"13.705","-0.0527","0.0042","9.9784","202.2946",
546,"13.795","-0.1197","0.1239","8.4461","201.7074",
547,"13.797","-0.0527","-0.0006","10.146","202.1161",
548,"13.81","-0.0527","0.0042","9.9784","202.3206",
