Generation,Timestamp,X-Axis,Y-Axis,Z-Axis,Frequency,
390,"9.297","-0.0771","-0.0198","9.9637","202.6436",
391,"9.31","-0.076","0.0319","9.9639","202.7655",
392,"9.384","-0.091","0.0569","9.9648","202.2431",
393,"9.387","-0.1867","0.0332","9.8539","202.5465",
394,"9.39","-0.1149","0.0331","9.9641","202.9714",
395,"9.401","-0.0756","0.0332","9.964","202.68",
396,"9.486","-0.0383","0.0425","9.9306","202.4627",
397,"9.49","-0.0622","0.0617","9.9832","202.8247",
398,"9.495","-0.0762","0.0319","9.9612","203.0057",
399,"9.502","-0.076","0.0316","9.9611","202.716",
400,"9.509","-0.0753","0.0314","9.961","202.7762",
401,"9.619","0","0.0569","10.0215","201.9137",
402,"9.622","-0.0749","0.0307","9.9784","202.3925",
403,"9.626","0","0.0664","9.897","202.9909",
404,"9.643","-0.0768","0.0328","9.9622","202.7633",
405,"9.712","-0.0767","-0.0102","9.8491","202.2513",
406,"9.714","-0.0814","0.0856","10.0694","202.5487",
407,"9.718","-0.0779","0.034","9.9617","202.8461",
408,"9.726","-0.0772","0.0341","9.9611","202.9651",
409,"9.81","-0.1293","0.0281","9.9626","201.9935",
410,"9.812","0.0144","0.0281","9.9018","202.3483",
411,"9.819","-0.1676","0.0362","9.9625","202.8214",
412,"9.826","-0.079","0.0362","9.9629","202.9396",
413,"9.908","-0.0758","0.0372","9.9621","202.7969",
414,"9.998","-0.0718","0.1191","9.9633","202.7142",
415,"10.011","-0.077","0.0359","9.9644","202.7727",
416,"10.103","-0.0862","0.0617","9.7917","201.8773",
417,"10.107","-0.0622","0.0521","9.9306","202.3421",
418,"10.109","-0.0862","0.035","10.0311","202.7487",
419,"10.204","-0.0527","0.0904","9.9649","202.5518",
420,"10.213","-0.0737","0.0322","9.9644","202.7251",
421,"10.297","-0.0144","0.1239","10.1269","202.6328",
422,"10.311","-0.1006","0.0343","9.9652","202.7591",
423,"10.398","-0.0724","0.0331","9.9674","203.0104",
424,"10.411","-0.0726","0.0336","9.969","202.7357",
425,"10.497","-0.0726","0.0353","9.9669","202.9288",
426,"10.586","-0.158","0.0569","10.0455","202.1129",
427,"10.589","-0.0739","0.0377","10.012","202.5653",
428,"10.592","-0.1293","0.0368","9.9672","202.9046",
429,"10.68","-0.0622","0.0425","9.8444","202.7682",
430,"10.7","-0.0719","0.0362","9.9649","202.9369",
431,"10.785","-0.0527","0.0355","9.965","202.7453",
432,"10.801","-0.0671","0.0356","9.9656","202.913",
433,"10.88","-0.0192","0.0334","9.9676","202.7781",
434,"10.894","-0.064","0.0315","9.9694","202.8893",
435,"10.899","-0.0642","0.0311","9.9693","202.9449",
436,"10.982","-0.0766","0.0425","10.0359","202.4789",
437,"10.986","-0.0287","0.0309","9.9699","202.7",
438,"11.012","-0.1006","0.0233","9.9697","202.6558",
439,"11.017","-0.0657","0.0319","9.97","202.711",
440,"11.085","-0.0287","-0.0054","9.9018","202.2929",
441,"11.088","-0.0431","-0.0198","10.0598","202.7878",
442,"11.101","-0.0669","0.0307","9.971","202.8427",
443,"11.207","-0.1245","0.0521","10.055","202.1637",
444,"11.209","-0.0657","0.0138","10.0646","202.7105",
445,"11.212","-0.0676","0.0327","9.9738","202.6667",
446,"11.315","-0.091","0.0952","10.1173","202.0478",
447,"11.319","-0.0575","0.0377","9.9736","202.8621",
448,"11.438","-0.0431","0.0617","9.9736","202.0835",
449,"11.443","-0.0718","0.0308","9.9701","202.7314",
